url,title,price,description,stock,tags,categories,sku,poids,longueur,largeur,hauteur
https://scrapeme.live/shop/Lanturn/,Lanturn,"£,131.00","Lanturn is known to emit light. If you peer down into the dark sea from a ship at night, you can sometimes see this Pokémon’s light rising from the depths where it swims. It gives the sea an appearance of a starlit night.",218 in stock,"Illuminate,lanturn,Light","Light,Pokemon",7579,49.6 kg,3,3,3
https://scrapeme.live/shop/Ariados/,Ariados,"£,85.00",Ariados’s feet are tipped with tiny hooked claws that enable it to scuttle on ceilings and vertical walls. This Pokémon constricts the foe with thin and strong silk webbing.,50 in stock,"ariados,Long Leg,Swarm","Long Leg,Pokemon",9759,73.9 kg,3,3,3
https://scrapeme.live/shop/Ledyba/,Ledyba,"£,98.00",Ledyba secretes an aromatic fluid from where its legs join its body. This fluid is used for communicating with others. This Pokémon conveys its feelings to others by altering the fluid’s scent.,83 in stock,"Five Star,ledyba,Swarm","Five Star,Pokemon",3874,23.8 kg,3,3,3
https://scrapeme.live/shop/Noctowl/,Noctowl,"£,170.00","Noctowl never fails at catching prey in darkness. This Pokémon owes its success to its superior vision that allows it to see in minimal light, and to its soft, supple wings that make no sound in flight.",10 in stock,"Keen Eye,noctowl,Owl","Owl,Pokemon",9939,89.9 kg,5,5,5
https://scrapeme.live/shop/Yanma/,Yanma,"£,130.00",Yanma is capable of seeing 360 degrees without having to move its eyes. It is a great flier that is adept at making sudden stops and turning midair. This Pokémon uses its flying ability to quickly chase down targeted prey.,130 in stock,"Clear Wing,Compound Eyes,yanma","Clear Wing,Pokemon",8321,83.8 kg,3,3,3
https://scrapeme.live/shop/Hoothoot/,Hoothoot,"£,48.00","Hoothoot has an internal organ that senses and tracks the earth’s rotation. Using this special organ, this Pokémon begins hooting at precisely the same time every day.",204 in stock,"hoothoot,Keen Eye,Owl","Owl,Pokemon",4691,46.7 kg,2,2,2
https://scrapeme.live/shop/Wooper/,Wooper,"£,98.00","Wooper usually lives in water. However, it occasionally comes out onto land in search of food. On land, it coats its body with a gooey, toxic film.",48 in stock,"Damp,Water Fish,wooper","Pokemon,Water Fish",4198,18.7 kg,1,1,1
https://scrapeme.live/shop/Sunflora/,Sunflora,"£,33.00",Sunflora converts solar energy into nutrition. It moves around actively in the daytime when it is warm. It stops moving as soon as the sun goes down for the night.,163 in stock,"Chlorophyll,sun,sunflora","Pokemon,Sun",7947,18.7 kg,2,2,2
https://scrapeme.live/shop/Sunkern/,Sunkern,"£,150.00","Sunkern tries to move as little as it possibly can. It does so because it tries to conserve all the nutrients it has stored in its body for its evolution. It will not eat a thing, subsisting only on morning dew.",255 in stock,"Chlorophyll,Seed,sunkern","Pokemon,Seed",4061,4 kg,1,1,1
https://scrapeme.live/shop/Aipom/,Aipom,"£,182.00","Aipom’s tail ends in a hand-like appendage that can be cleverly manipulated. However, because the Pokémon uses its tail so much, its real hands have become rather clumsy.",92 in stock,"aipom,Long Tail,Run Away","Long Tail,Pokemon",8103,25.4 kg,2,2,2
https://scrapeme.live/shop/Jumpluff/,Jumpluff,"£,107.00",Jumpluff rides warm southern winds to cross the sea and fly to foreign lands. The Pokémon descends to the ground when it encounters cold air while it is floating.,235 in stock,"Chlorophyll,Cottonweed,jumpluff","Cottonweed,Pokemon",2168,6.6 kg,2,2,2
https://scrapeme.live/shop/Skiploom/,Skiploom,"£,185.00","Skiploom’s flower blossoms when the temperature rises above 64 degrees Fahrenheit. How much the flower opens depends on the temperature. For that reason, this Pokémon is sometimes used as a thermometer.",94 in stock,"Chlorophyll,Cottonweed,skiploom","Cottonweed,Pokemon",2616,2.2 kg,2,2,2
https://scrapeme.live/shop/Hoppip/,Hoppip,"£,107.00","This Pokémon drifts and floats with the wind. If it senses the approach of strong winds, Hoppip links its leaves with other Hoppip to prepare against being blown away.",266 in stock,"Chlorophyll,Cottonweed,hoppip","Cottonweed,Pokemon",1154,1.1 kg,1,1,1
https://scrapeme.live/shop/Politoed/,Politoed,"£,193.00","The curled hair on Politoed’s head is proof of its status as a king. It is said that the longer and more curled the hair, the more respect this Pokémon earns from its peers.",261 in stock,"Damp,Frog,politoed","Frog,Pokemon",9168,74.7 kg,3,3,3
https://scrapeme.live/shop/Sudowoodo/,Sudowoodo,"£,54.00","Sudowoodo camouflages itself as a tree to avoid being attacked by enemies. However, because its hands remain green throughout the year, the Pokémon is easily identified as a fake during the winter.",147 in stock,"Imitation,Rock Head,sudowoodo","Imitation,Pokemon",1558,83.8 kg,3,3,3
https://scrapeme.live/shop/Azumarill/,Azumarill,"£,175.00",Azumarill can make balloons out of air. It makes these air balloons if it spots a drowning Pokémon. The air balloons enable the Pokémon in trouble to breathe.,300 in stock,"Aqua Rabbit,azumarill,Thick Fat","Aqua Rabbit,Pokemon",9464,62.8 kg,2,2,2
https://scrapeme.live/shop/Marill/,Marill,"£,127.00","When fishing for food at the edge of a fast-running stream, Marill wraps its tail around the trunk of a tree. This Pokémon’s tail is flexible and configured to stretch.",55 in stock,"Aqua Mouse,marill,Thick Fat","Aqua Mouse,Pokemon",4728,18.7 kg,1,1,1
https://scrapeme.live/shop/Bellossom/,Bellossom,"£,25.00","A Bellossom grows flowers more beautifully if it has evolved from a smelly Gloom—the more stinky the better. At night, this Pokémon closes its petals and goes to sleep.",234 in stock,"bellossom,Chlorophyll,Flower","Flower,Pokemon",7003,12.8 kg,1,1,1
https://scrapeme.live/shop/Ampharos/,Ampharos,"£,41.00",Ampharos gives off so much light that it can be seen even from space. People in the old days used the light of this Pokémon to send signals back and forth with others far away.,247 in stock,"ampharos,Light,Static","Light,Pokemon",2141,135.6 kg,4,4,4
https://scrapeme.live/shop/Flaaffy/,Flaaffy,"£,163.00",Flaaffy’s wool quality changes so that it can generate a high amount of static electricity with a small amount of wool. The bare and slick parts of its hide are shielded against electricity.,64 in stock,"flaaffy,Static,Wool","Pokemon,Wool",9291,29.3 kg,2,2,2
https://scrapeme.live/shop/Mareep/,Mareep,"£,79.00","Mareep’s fluffy coat of wool rubs together and builds a static charge. The more static electricity is charged, the more brightly the lightbulb at the tip of its tail glows.",152 in stock,"mareep,Static,Wool","Pokemon,Wool",2016,17.2 kg,2,2,2
https://scrapeme.live/shop/Shuckle/,Shuckle,"£,194.00","Shuckle quietly hides itself under rocks, keeping its body concealed inside its hard shell while eating berries it has stored away. The berries mix with its body fluids to become a juice.",74 in stock,"Mold,shuckle,Sturdy","Mold,Pokemon",7903,45.2 kg,2,2,2
https://scrapeme.live/shop/Scizor/,Scizor,"£,172.00",Scizor has a body with the hardness of steel. It is not easily fazed by ordinary sorts of attacks. This Pokémon flaps its wings to regulate its body temperature.,198 in stock,"Pincer,scizor,Swarm","Pincer,Pokemon",9056,260.1 kg,5,5,5
https://scrapeme.live/shop/Qwilfish/,Qwilfish,"£,77.00","Qwilfish sucks in water, inflating itself. This Pokémon uses the pressure of the water it swallowed to shoot toxic quills all at once from all over its body. It finds swimming somewhat challenging.",297 in stock,"Balloon,Poison Point,qwilfish","Balloon,Pokemon",3335,8.6 kg,1,1,1
https://scrapeme.live/shop/Granbull/,Granbull,"£,59.00","Granbull has a particularly well-developed lower jaw. The enormous fangs are heavy, causing the Pokémon to tip its head back for balance. Unless it is startled, it will not try to bite indiscriminately.",171 in stock,"Fairy,granbull,Intimidate","Fairy,Pokemon",7346,107.4 kg,4,4,4
https://scrapeme.live/shop/Snubbull/,Snubbull,"£,63.00","By baring its fangs and making a scary face, Snubbull sends smaller Pokémon scurrying away in terror. However, this Pokémon seems a little sad at making its foes flee.",164 in stock,"Fairy,Run Away,snubbull","Fairy,Pokemon",3961,17.2 kg,2,2,2
https://scrapeme.live/shop/Steelix/,Steelix,"£,116.00",Steelix lives even further underground than Onix. This Pokémon is known to dig toward the earth’s core. There are records of this Pokémon reaching a depth of over six-tenths of a mile underground.,157 in stock,"Iron Snake,Rock Head,steelix","Iron Snake,Pokemon",4345,881.8 kg,30,30,30
https://scrapeme.live/shop/Gligar/,Gligar,"£,112.00","Gligar glides through the air without a sound as if it were sliding. This Pokémon hangs on to the face of its foe using its clawed hind legs and the large pincers on its forelegs, then injects the prey with its poison barb.",140 in stock,"Fly Scorpion,gligar,Sand Veil","Fly Scorpion,Pokemon",5090,142.9 kg,3,3,3
https://scrapeme.live/shop/Girafarig/,Girafarig,"£,99.00","Girafarig’s rear head contains a tiny brain that is too small for thinking. However, the rear head doesn’t need to sleep, so it can keep watch over its surroundings 24 hours a day.",31 in stock,"girafarig,Inner Focus,Long Neck","Long Neck,Pokemon",7871,91.5 kg,4,4,4
https://scrapeme.live/shop/Wobbuffet/,Wobbuffet,"£,107.00","Wobbuffet does nothing but endure attacks—it won’t attack on its own. However, it won’t endure an attack on its tail. When that happens, the Pokémon will try to take the foe with it using Destiny Bond.",113 in stock,"Patient,Shadow Tag,wobbuffet","Patient,Pokemon",6138,62.8 kg,4,4,4
https://scrapeme.live/shop/Unown/,Unown,"£,198.00","This Pokémon is shaped like ancient writing. It is a mystery as to which came first, the ancient writings or the various Unown. Research into this topic is ongoing but nothing is known.",47 in stock,"Levitate,Symbol,unown","Pokemon,Symbol",9561,11 kg,1,1,1
https://scrapeme.live/shop/Misdreavus/,Misdreavus,"£,33.00","Misdreavus frightens people with a creepy, sobbing cry. The Pokémon apparently uses its red spheres to absorb the fearful feelings of foes and turn them into nutrition.",207 in stock,"Levitate,misdreavus,Screech","Pokemon,Screech",9272,2.2 kg,2,2,2
https://scrapeme.live/shop/Slowking/,Slowking,"£,174.00","Slowking undertakes research every day in an effort to solve the mysteries of the world. However, this Pokémon apparently forgets everything it has learned if the Shellder on its head comes off.",55 in stock,"Oblivious,Royal,slowking","Pokemon,Royal",9664,175.3 kg,6,6,6
https://scrapeme.live/shop/Murkrow/,Murkrow,"£,178.00",Murkrow was feared and loathed as the alleged bearer of ill fortune. This Pokémon shows strong interest in anything that sparkles or glitters. It will even try to steal rings from women.,246 in stock,"Darkness,Insomnia,murkrow","Darkness,Pokemon",2223,4.6 kg,1,1,1
https://scrapeme.live/shop/Umbreon/,Umbreon,"£,78.00",Umbreon evolved as a result of exposure to the moon’s waves. It hides silently in darkness and waits for its foes to make a move. The rings on its body glow when it leaps to attack.,186 in stock,"Moonlight,Synchronize,umbreon","Moonlight,Pokemon",4995,59.5 kg,3,3,3
https://scrapeme.live/shop/Espeon/,Espeon,"£,177.00",Espeon is extremely loyal to any Trainer it considers to be worthy. It is said that this Pokémon developed its precognitive powers to protect its Trainer from harm.,153 in stock,"espeon,sun,Synchronize","Pokemon,Sun",9676,58.4 kg,2,2,2
https://scrapeme.live/shop/Kingdra/,Kingdra,"£,124.00","Kingdra sleeps on the seafloor where it is otherwise devoid of life. When a storm arrives, the Pokémon is said to awaken and wander about in search of prey.",206 in stock,"Dragon,kingdra,Swift Swim","Dragon,Pokemon",7090,335.1 kg,5,5,5
https://scrapeme.live/shop/Houndoom/,Houndoom,"£,78.00","In a Houndoom pack, the one with its horns raked sharply toward the back serves a leadership role. These Pokémon choose their leader by fighting among themselves.",40 in stock,"Dark,Flash Fire,houndoom","Dark,Pokemon",2081,77.2 kg,4,4,4
https://scrapeme.live/shop/Houndour/,Houndour,"£,144.00",Houndour hunt as a coordinated pack. They communicate with each other using a variety of cries to corner their prey. This Pokémon’s remarkable teamwork is unparalleled.,184 in stock,"Dark,Flash Fire,houndour","Dark,Pokemon",7965,23.8 kg,2,2,2
https://scrapeme.live/shop/Skarmory/,Skarmory,"£,199.00","Skarmory’s steel wings become tattered and bashed in from repeated battles. Once a year, the battered wings grow back completely, restoring the cutting edges to their pristine state.",102 in stock,"Armor Bird,Keen Eye,skarmory","Armor Bird,Pokemon",1057,111.3 kg,5,5,5
https://scrapeme.live/shop/Mantine/,Mantine,"£,114.00","On sunny days, schools of Mantine can be seen elegantly leaping over the sea’s waves. This Pokémon is not bothered by the Remoraid that hitches rides.",195 in stock,"Kite,mantine,Water Absorb","Kite,Pokemon",3704,485 kg,6,6,6
https://scrapeme.live/shop/Delibird/,Delibird,"£,121.00","Delibird carries its food bundled up in its tail. There once was a famous explorer who managed to reach the peak of the world’s highest mountain, thanks to one of these Pokémon sharing its food.",141 in stock,"delibird,Delivery,Vital Spirit","Delivery,Pokemon",6280,35.3 kg,2,2,2
https://scrapeme.live/shop/Octillery/,Octillery,"£,94.00","Octillery grabs onto its foe using its tentacles. This Pokémon tries to immobilize it before delivering the finishing blow. If the foe turns out to be too strong, Octillery spews ink to escape.",150 in stock,"Jet,octillery,Sniper","Jet,Pokemon",9000,62.8 kg,2,2,2
https://scrapeme.live/shop/Corsola/,Corsola,"£,27.00","Clusters of Corsola congregate in warm seas where they serve as ideal hiding places for smaller Pokémon. When the water temperature falls, this Pokémon migrates to the southern seas.",162 in stock,"Coral,corsola,Natural Cure","Coral,Pokemon",5281,11 kg,2,2,2
https://scrapeme.live/shop/Remoraid/,Remoraid,"£,122.00","Remoraid sucks in water, then expels it at high velocity using its abdominal muscles to shoot down flying prey. When evolution draws near, this Pokémon travels downstream from rivers.",46 in stock,"Jet,remoraid,Sniper","Jet,Pokemon",4952,26.5 kg,2,2,2
https://scrapeme.live/shop/Piloswine/,Piloswine,"£,84.00",Piloswine is covered by a thick coat of long hair that enables it to endure the freezing cold. This Pokémon uses its tusks to dig up food that has been buried under ice.,276 in stock,"Oblivious,piloswine,Swine","Pokemon,Swine",4003,123 kg,3,3,3
https://scrapeme.live/shop/Swinub/,Swinub,"£,132.00",Swinub roots for food by rubbing its snout against the ground. Its favorite food is a mushroom that grows under the cover of dead grass. This Pokémon occasionally roots out hot springs.,250 in stock,"Oblivious,Pig,swinub","Pig,Pokemon",8647,14.3 kg,1,1,1
https://scrapeme.live/shop/Magcargo/,Magcargo,"£,36.00","Magcargo’s body temperature is approximately 18,000 degrees Fahrenheit. Water is vaporized on contact. If this Pokémon is caught in the rain, the raindrops instantly turn into steam, cloaking the area in a thick fog.",210 in stock,"Flame Body,Lava,magcargo","Lava,Pokemon",3917,121.3 kg,2,2,2
https://scrapeme.live/shop/Ursaring/,Ursaring,"£,31.00","In the forests inhabited by Ursaring, it is said that there are many streams and towering trees where they gather food. This Pokémon walks through its forest gathering food every day.",209 in stock,"Guts,Hibernator,ursaring","Hibernator,Pokemon",7576,277.3 kg,5,5,5
https://scrapeme.live/shop/Teddiursa/,Teddiursa,"£,173.00",This Pokémon likes to lick its palms that are sweetened by being soaked in honey. Teddiursa concocts its own honey by blending fruits and pollen collected by Beedrill.,274 in stock,"Little Bear,Pickup,teddiursa","Little Bear,Pokemon",7681,19.4 kg,2,2,2
https://scrapeme.live/shop/Sneasel/,Sneasel,"£,108.00",Sneasel scales trees by punching its hooked claws into the bark. This Pokémon seeks out unguarded nests and steals eggs for food while the parents are away.,141 in stock,"Keen Eye,Sharp Claw,sneasel","Pokemon,Sharp Claw",5017,61.7 kg,2,2,2
https://scrapeme.live/shop/Heracross/,Heracross,"£,143.00","Heracross has sharp claws on its feet. These are planted firmly into the ground or the bark of a tree, giving the Pokémon a secure and solid footing to forcefully fling away foes with its proud horn.",49 in stock,"heracross,Single Horn,Swarm","Pokemon,Single Horn",9256,119 kg,4,4,4
https://scrapeme.live/shop/Larvitar/,Larvitar,"£,26.00","Larvitar is born deep under the ground. To come up to the surface, this Pokémon must eat its way through the soil above. Until it does so, Larvitar cannot see its parents.",31 in stock,"Guts,larvitar,Rock Skin","Pokemon,Rock Skin",9302,158.7 kg,2,2,2
https://scrapeme.live/shop/Suicune/,Suicune,"£,68.00",Suicune embodies the compassion of a pure spring of water. It runs across the land with gracefulness. This Pokémon has the power to purify dirty water.,275 in stock,"Aurora,Pressure,suicune","Aurora,Pokemon",8586,412.3 kg,6,6,6
https://scrapeme.live/shop/Entei/,Entei,"£,27.00",Entei embodies the passion of magma. This Pokémon is thought to have been born in the eruption of a volcano. It sends up massive bursts of fire that utterly consume all that they touch.,36 in stock,"entei,Pressure,Volcano","Pokemon,Volcano",9592,436.5 kg,6,6,6
https://scrapeme.live/shop/Raikou/,Raikou,"£,66.00",Raikou embodies the speed of lightning. The roars of this Pokémon send shock waves shuddering through the air and shake the ground as if lightning bolts had come crashing down.,276 in stock,"Pressure,raikou,Thunder","Pokemon,Thunder",5989,392.4 kg,6,6,6
https://scrapeme.live/shop/Blissey/,Blissey,"£,31.00","Blissey senses sadness with its fluffy coat of fur. If it does so, this Pokémon will rush over to a sad person, no matter how far away, to share a Lucky Egg that brings a smile to any face.",289 in stock,"blissey,Happiness,Natural Cure","Happiness,Pokemon",8632,103.2 kg,4,4,4
https://scrapeme.live/shop/Miltank/,Miltank,"£,26.00",Miltank gives over five gallons of milk on a daily basis. Its sweet milk is enjoyed by children and grown-ups alike. People who can’t drink milk turn it into yogurt and eat it instead.,12 in stock,"Milk Cow,miltank,Thick Fat","Milk Cow,Pokemon",1586,166.4 kg,3,3,3
https://scrapeme.live/shop/Magby/,Magby,"£,40.00","Magby’s state of health is determined by observing the fire it breathes. If the Pokémon is spouting yellow flames from its mouth, it is in good health. When it is fatigued, black smoke will be mixed in with the flames.",21 in stock,"Flame Body,Live Coal,magby","Live Coal,Pokemon",5864,47.2 kg,2,2,2
https://scrapeme.live/shop/Elekid/,Elekid,"£,104.00","Elekid stores electricity in its body. If it touches metal and accidentally discharges all its built-up electricity, this Pokémon begins swinging its arms in circles to recharge itself.",131 in stock,"Electric,elekid,Static","Electric,Pokemon",5157,51.8 kg,2,2,2
https://scrapeme.live/shop/Smoochum/,Smoochum,"£,166.00","Smoochum actively runs about, but also falls quite often. Whenever the chance arrives, it will look for its reflection to make sure its face hasn’t become dirty.",116 in stock,"Kiss,Oblivious,smoochum","Kiss,Pokemon",7637,13.2 kg,1,1,1
https://scrapeme.live/shop/Hitmontop/,Hitmontop,"£,149.00","Hitmontop spins on its head at high speed, all the while delivering kicks. This technique is a remarkable mix of both offense and defense at the same time. The Pokémon travels faster spinning than it does walking.",47 in stock,"Handstand,hitmontop,Intimidate","Handstand,Pokemon",3340,105.8 kg,4,4,4
https://scrapeme.live/shop/Tyrogue/,Tyrogue,"£,145.00","Tyrogue becomes stressed out if it does not get to train every day. When raising this Pokémon, the Trainer must establish and uphold various training methods.",76 in stock,"Guts,Scuffle,tyrogue","Pokemon,Scuffle",7594,46.3 kg,2,2,2
https://scrapeme.live/shop/Smeargle/,Smeargle,"£,151.00","Smeargle marks the boundaries of its territory using a body fluid that leaks out from the tip of its tail. Over 5,000 different marks left by this Pokémon have been found.",56 in stock,"Painter,smeargle,Technician","Painter,Pokemon",6497,127.9 kg,3,3,3
https://scrapeme.live/shop/Stantler/,Stantler,"£,33.00","Stantler’s magnificent antlers were traded at high prices as works of art. As a result, this Pokémon was hunted close to extinction by those who were after the priceless antlers.",278 in stock,"Big Horn,Intimidate,stantler","Big Horn,Pokemon",3706,157 kg,4,4,4
https://scrapeme.live/shop/Porygon2/,Porygon2,"£,151.00",Porygon2 was created by humans using the power of science. The man-made Pokémon has been endowed with artificial intelligence that enables it to learn new gestures and emotions on its own.,210 in stock,"porygon2,Trace,Virtual","Pokemon,Virtual",4420,71.6 kg,2,2,2
https://scrapeme.live/shop/Donphan/,Donphan,"£,89.00","If Donphan were to tackle with its hard body, even a house could be destroyed. Using its massive strength, the Pokémon helps clear rock and mud slides that block mountain trails.",197 in stock,"Armor,donphan,Sturdy","Armor,Pokemon",3134,264.6 kg,3,3,3
https://scrapeme.live/shop/Phanpy/,Phanpy,"£,129.00","Phanpy uses its long nose to shower itself. When others gather around, they thoroughly douse each other with water. These Pokémon can be seen drying their soaking-wet bodies at the edge of water.",120 in stock,"Long Nose,phanpy,Pickup","Long Nose,Pokemon",7852,73.9 kg,1,1,1
https://scrapeme.live/shop/Mightyena/,Mightyena,"£,175.00",Mightyena travel and act as a pack in the wild. The memory of its life in the wild compels the Pokémon to obey only those Trainers that it recognizes to possess superior skill.,173 in stock,"Bite,Intimidate,mightyena","Bite,Pokemon",4220,81.6 kg,3,3,3
https://scrapeme.live/shop/Poochyena/,Poochyena,"£,130.00",Poochyena is an omnivore—it will eat anything. A distinguishing feature is how large its fangs are compared to its body. This Pokémon tries to intimidate its foes by making the hair on its tail bristle out.,265 in stock,"Bite,poochyena,Run Away","Bite,Pokemon",4801,30 kg,1,1,1
https://scrapeme.live/shop/Swampert/,Swampert,"£,144.00","Swampert predicts storms by sensing subtle differences in the sounds of waves and tidal winds with its fins. If a storm is approaching, it piles up boulders to protect itself.",113 in stock,"Mud Fish,swampert,Torrent","Mud Fish,Pokemon",9105,180.6 kg,4,4,4
https://scrapeme.live/shop/Marshtomp/,Marshtomp,"£,152.00","Marshtomp is much faster at traveling through mud than it is at swimming. This Pokémon’s hindquarters exhibit obvious development, giving it the ability to walk on just its hind legs.",258 in stock,"marshtomp,Mud Fish,Torrent","Mud Fish,Pokemon",6721,61.7 kg,2,2,2
https://scrapeme.live/shop/Mudkip/,Mudkip,"£,140.00","In water, Mudkip breathes using the gills on its cheeks. If it is faced with a tight situation in battle, this Pokémon will unleash its amazing power—it can crush rocks bigger than itself.",193 in stock,"Mud Fish,mudkip,Torrent","Mud Fish,Pokemon",5363,16.8 kg,1,1,1
https://scrapeme.live/shop/Blaziken/,Blaziken,"£,40.00",Blaziken has incredibly strong legs—it can easily clear a 30-story building in one leap. This Pokémon’s blazing punches leave its foes scorched and blackened.,139 in stock,"Blaze,blaziken","Blaze,Pokemon",7662,114.6 kg,6,6,6
https://scrapeme.live/shop/Combusken/,Combusken,"£,68.00",Combusken battles with the intensely hot flames it spews from its beak and with outstandingly destructive kicks. This Pokémon’s cry is very loud and distracting.,257 in stock,"Blaze,combusken,Young Fowl","Pokemon,Young Fowl",9912,43 kg,2,2,2
https://scrapeme.live/shop/Torchic/,Torchic,"£,28.00",Torchic has a place inside its body where it keeps its flame. Give it a hug—it will be glowing with warmth. This Pokémon is covered all over by a fluffy coat of down.,290 in stock,"Blaze,Chick,torchic","Chick,Pokemon",5952,5.5 kg,1,1,1
https://scrapeme.live/shop/Sceptile/,Sceptile,"£,37.00",Sceptile has seeds growing on its back. They are said to be bursting with nutrients that revitalize trees. This Pokémon raises the trees in a forest with loving care.,159 in stock,"Forest,Overgrow,sceptile","Forest,Pokemon",4619,115.1 kg,5,5,5
https://scrapeme.live/shop/Grovyle/,Grovyle,"£,190.00","This Pokémon adeptly flies from branch to branch in trees. In a forest, no Pokémon can ever hope to catch a fleeing Grovyle however fast they may be.",195 in stock,"grovyle,Overgrow,Wood Gecko","Pokemon,Wood Gecko",9191,47.6 kg,2,2,2
https://scrapeme.live/shop/Treecko/,Treecko,"£,96.00","Treecko is cool, calm, and collected—it never panics under any situation. If a bigger foe were to glare at this Pokémon, it would glare right back without conceding an inch of ground.",93 in stock,"Overgrow,treecko,Wood Gecko","Pokemon,Wood Gecko",4817,11 kg,1,1,1
https://scrapeme.live/shop/Celebi/,Celebi,"£,111.00","This Pokémon came from the future by crossing over time. It is thought that so long as Celebi appears, a bright and shining future awaits us.",154 in stock,"celebi,Natural Cure,Time Travel","Pokemon,Time Travel",1144,11 kg,2,2,2
https://scrapeme.live/shop/Ho-oh/,Ho-oh,"£,91.00",Ho-Oh’s feathers glow in seven colors depending on the angle at which they are struck by light. These feathers are said to bring happiness to the bearers. This Pokémon is said to live at the foot of a rainbow.,228 in stock,"ho-oh,Pressure,Rainbow","Pokemon,Rainbow",2198,438.7 kg,12,12,12
https://scrapeme.live/shop/Lugia/,Lugia,"£,86.00","Lugia’s wings pack devastating power—a light fluttering of its wings can blow apart regular houses. As a result, this Pokémon chooses to live out of sight deep under the sea.",57 in stock,"Diving,lugia,Pressure","Diving,Pokemon",2564,476.2 kg,17,17,17
https://scrapeme.live/shop/Tyranitar/,Tyranitar,"£,190.00","Tyranitar is so overwhelmingly powerful, it can bring down a whole mountain to make its nest. This Pokémon wanders about in mountains seeking new opponents to fight.",86 in stock,"Armor,Sand Stream,tyranitar","Armor,Pokemon",8144,445.3 kg,6,6,6
https://scrapeme.live/shop/Pupitar/,Pupitar,"£,114.00",Pupitar creates a gas inside its body that it compresses and forcefully ejects to propel itself like a jet. The body is very durable—it avoids damage even if it hits solid steel.,221 in stock,"Hard Shell,pupitar,Shed Skin","Hard Shell,Pokemon",4140,335.1 kg,3,3,3
https://scrapeme.live/shop/Wingull/,Wingull,"£,153.00",Wingull rides updrafts rising from the sea by extending its long and narrow wings to glide. This Pokémon’s long beak is useful for catching prey.,41 in stock,"Keen Eye,Seagull,wingull","Pokemon,Seagull",4325,20.9 kg,2,2,2
https://scrapeme.live/shop/Swellow/,Swellow,"£,88.00","Swellow is very conscientious about the upkeep of its glossy wings. Once two Swellow are gathered, they diligently take care of cleaning each other’s wings.",257 in stock,"Guts,Swallow,swellow","Pokemon,Swallow",6736,43.7 kg,2,2,2
https://scrapeme.live/shop/Taillow/,Taillow,"£,85.00","Taillow is young—it has only just left its nest. As a result, it sometimes becomes lonesome and cries at night. This Pokémon feeds on Wurmple that live in forests.",204 in stock,"Guts,taillow,Tiny Swallow","Pokemon,Tiny Swallow",5591,5.1 kg,1,1,1
https://scrapeme.live/shop/Shiftry/,Shiftry,"£,157.00",Shiftry’s large fans generate awesome gusts of wind at a speed close to 100 feet per second. The whipped-up wind blows anything away. This Pokémon chooses to live quietly deep in forests.,232 in stock,"Chlorophyll,shiftry,Wicked","Pokemon,Wicked",6957,131.4 kg,4,4,4
https://scrapeme.live/shop/Nuzleaf/,Nuzleaf,"£,26.00",This Pokémon pulls out the leaf on its head and makes a flute with it. The sound of Nuzleaf’s flute strikes fear and uncertainty in the hearts of people lost in a forest.,216 in stock,"Chlorophyll,nuzleaf,Wily","Pokemon,Wily",3835,61.7 kg,3,3,3
https://scrapeme.live/shop/Seedot/,Seedot,"£,26.00",Seedot looks exactly like an acorn when it is dangling from a tree branch. It startles other Pokémon by suddenly moving. This Pokémon polishes its body once a day using leaves.,28 in stock,"Acorn,Chlorophyll,seedot","Acorn,Pokemon",8692,8.8 kg,1,1,1
https://scrapeme.live/shop/Ludicolo/,Ludicolo,"£,189.00","Upon hearing an upbeat and cheerful rhythm, the cells in Ludicolo’s body become very energetic and active. Even in battle, this Pokémon will exhibit an amazing amount of power.",181 in stock,"Carefree,ludicolo,Swift Swim","Carefree,Pokemon",6718,121.3 kg,4,4,4
https://scrapeme.live/shop/Lombre/,Lombre,"£,79.00","Lombre’s entire body is covered by a slippery, slimy film. It feels horribly unpleasant to be touched by this Pokémon’s hands. Lombre is often mistaken for a human child.",203 in stock,"Jolly,lombre,Swift Swim","Jolly,Pokemon",9674,71.6 kg,3,3,3
https://scrapeme.live/shop/Lotad/,Lotad,"£,161.00","Lotad is said to have dwelled on land before. However, this Pokémon is thought to have returned to water because the leaf on its head grew large and heavy. It now lives by floating atop the water.",187 in stock,"lotad,Swift Swim,Water Weed","Pokemon,Water Weed",5098,5.7 kg,1,1,1
https://scrapeme.live/shop/Dustox/,Dustox,"£,91.00","When Dustox flaps its wings, a fine dust is scattered all over. This dust is actually a powerful poison that will even make a pro wrestler sick. This Pokémon searches for food using its antennae like radar.",23 in stock,"dustox,Poison Moth,Shield Dust","Poison Moth,Pokemon",4491,69.7 kg,3,3,3
https://scrapeme.live/shop/Cascoon/,Cascoon,"£,166.00","If it is attacked, Cascoon remains motionless however badly it may be hurt. It does so because if it were to move, its body would be weak upon evolution. This Pokémon will also not forget the pain it endured.",122 in stock,"cascoon,Cocoon,Shed Skin","Cocoon,Pokemon",3702,25.4 kg,2,2,2
https://scrapeme.live/shop/Beautifly/,Beautifly,"£,145.00","Beautifly has a long mouth like a coiled needle, which is very convenient for collecting pollen from flowers. This Pokémon rides the spring winds as it flits around gathering pollen.",42 in stock,"beautifly,Butterfly,Swarm","Butterfly,Pokemon",4100,62.6 kg,3,3,3
